sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,sample,subtype,quality,cosmo,phys,BV,eBV,covBV_M,ml,m,mu,host,dist,edist,caltype,covBVs
SN2012U,0.0197233,0.0193386,0.904,0.023,15.497,0.065,9.3,0.0227,0.0023,-8.597e-06,CSPII,Ia,0.975,0,1,-0.019000000000000128,0.07963039620647382,0.0042250000000000005,10.38,10.56,10.74,N/A,-1.0,-1.0,none,3.2393e-05
SN2012ah,0.0123933,0.0123697,0.904,0.022,14.446,0.058,4.6,0.1545,0.0155,-6.458e-05,CSPII,Ia,0.974,0,1,-0.07500000000000107,0.0722011080247388,0.0033640000000000002,11.5,11.5,11.5,N/A,-1.0,-1.0,none,-6.009999999999992e-06
SN2012aq,0.0519633,0.0525508,0.995,0.018,17.576,0.051,6.7,0.0338,0.0034,-7.878e-06,CSPII,Ia,0.972,1,0,0.006000000000000227,0.06300793600809346,0.0026009999999999996,7.63,7.77,8.01,N/A,-1.0,-1.0,none,5.47e-07
SN2012ar,0.02824,0.028536,0.807,0.006,16.497,0.005,-1.6,0.2024,0.0202,-1.367e-06,CSPII,Ia,0.982,1,1,0.03300000000000125,0.006403124237432849,2.5e-05,10.84,10.94,11.02,N/A,-1.0,-1.0,none,-5.251e-06
SN2012bl,0.0186933,0.0181998,1.08,0.016,15.211,0.006,-4.2,0.0297,0.003,3.473e-06,CSPII,Ia,0.977,0,1,0.04400000000000048,0.00848528137423857,3.6e-05,9.85,10.09,10.24,N/A,-1.0,-1.0,none,4.327e-06
SN2012bo,0.0254133,0.0265314,1.154,0.007,16.176,0.005,-4.6,0.0447,0.0045,-5.349e-06,CSPII,Ia,0.983,0,1,0.011999999999996902,0.006403124237432849,2.5e-05,10.15,10.32,10.4,N/A,-1.0,-1.0,none,-2.1109e-05
SN2012cg,0.001458,0.0025798,1.013,0.007,11.996,0.008,-17.5,0.0179,0.0018,2.816e-05,,,,,,0.07099999999999973,0.009433981132056603,6.4e-05,9.6,9.7,9.8,N4424,31.005,0.06,ct,1.4940000000000001e-05
SN2012fr,0.0054533,0.0051291,1.109,0.004,11.935,0.005,-12.7,0.0177,0.0018,1.683e-06,CSPII,Ia,0.981,0,1,0.0129999999999999,0.0058309518948453,2.5e-05,11.06,11.25,11.32,N1365,31.365,0.06,ct,-3.747e-06
SN2012gm,0.01478,0.013553,0.987,0.004,15.347,0.003,-7.5,0.0393,0.0039,4.627e-06,CSPII,Ia,0.977,0,1,0.17300000000000004,0.004242640687119285,9e-06,9.9,10.01,10.08,N/A,-1.0,-1.0,none,2.679999999999998e-07
SN2012hd,0.0119433,0.0111341,0.888,0.004,14.899,0.006,-12.3,0.0228,0.0023,8.703e-06,CSPII,Ia,0.973,0,1,0.12299999999999933,0.0078102496759066544,3.6e-05,10.38,10.44,10.54,N/A,-1.0,-1.0,none,5.649e-06
SN2012hl,0.0329772,0.0318991,0.928,0.022,17.732,0.009,-1.6,0.053,0.0053,3.495e-05,CSPII,Ia,0.939,0,0,0.34399999999999764,0.011401754250991379,8.099999999999999e-05,7.18,7.31,7.46,N/A,-1.0,-1.0,none,2.2960000000000004e-05
SN2012hr,0.0075567,0.0078716,0.973,0.001,13.623,0.003,-9.4,0.0389,0.0039,1.369e-06,CSPII,Ia,0.966,0,1,0.008999999999998565,0.004242640687119285,9e-06,10.21,10.32,10.45,N/A,-1.0,-1.0,none,-3.9699999999999997e-07
SN2012id,0.0157367,0.0155401,0.824,0.033,15.265,0.064,2.9,0.4255,0.0426,-0.0002213,CSPII,Ia,0.977,0,1,0.054999999999999716,0.0776659513557904,0.004096,9.85,10.01,10.16,N/A,-1.0,-1.0,none,-0.00016318000000000002
SN2012ij,0.01099,0.012107,0.536,0.008,15.519,0.011,-4.3,0.0235,0.0024,2.668e-05,CSPII,Ia,0.969,0,1,0.2569999999999997,0.016278820596099707,0.00012099999999999999,9.8,9.94,10.11,N/A,-1.0,-1.0,none,-3.142000000000001e-05
SN2013E,0.0094067,0.0104565,1.129,0.004,13.768,0.003,-9.7,0.0843,0.0084,-2.85e-08,CSPII,Ia,0.951,0,1,0.07600000000000051,0.004242640687119285,9e-06,9.83,9.96,9.99,N/A,-1.0,-1.0,none,-8.3105e-06
SN2013H,0.0154767,0.0158792,1.048,0.005,15.638,0.005,-10.5,0.1134,0.0113,8.706e-06,CSPII,Ia,0.98,0,1,0.18599999999999994,0.006403124237432849,2.5e-05,10.32,10.5,10.6,N/A,-1.0,-1.0,none,1.147e-05
SN2013M,0.03493,0.0357427,0.941,0.005,16.616,0.011,-7.1,0.0719,0.0072,1.774e-05,CSPII,Ia,0.934,1,1,0.022999999999999687,0.013038404810405297,0.00012099999999999999,10.73,10.9,11.04,N/A,-1.0,-1.0,none,5.99e-06
SN2013U,0.0344833,0.0356518,1.213,0.011,17.007,0.008,-3.9,0.0245,0.0025,1.25e-05,CSPII,Ia-91T,0.842,1,1,0.1680000000000028,0.01,6.4e-05,10.15,10.27,10.31,N/A,-1.0,-1.0,none,-1.3299999999999991e-06
SN2013aa,0.0039967,0.0046654,1.002,0.002,11.098,0.004,-4.8,0.1458,0.0146,2.515e-06,CSPII,Ia,0.888,0,1,-0.0779999999999994,0.005,1.6e-05,9.85,9.99,10.12,N5643,30.48,0.08,t,8.299999999999988e-08
SN2013ad,0.0363748,0.0358694,0.991,0.013,16.042,0.008,-2.7,0.3692,0.0369,3.747e-05,CSPII,Ia,0.639,1,0,-0.08899999999999864,0.01,6.4e-05,11.5,11.5,11.5,N/A,-1.0,-1.0,none,2.6039999999999998e-05
SN2013aj,0.00912,0.0100653,0.794,0.005,14.09,0.007,-4.9,0.0316,0.0032,1.088e-05,CSPII,Ia,0.969,0,1,0.0519999999999996,0.009219544457292887,4.9000000000000005e-05,9.82,9.99,10.38,N/A,-1.0,-1.0,none,3.427999999999999e-06
SN2013as,0.0684526,0.0696439,1.007,0.021,18.33,0.053,4.7,0.0336,0.0034,-3.472e-05,CSPII,Ia,0.984,1,0,0.0009999999999976694,0.0658027355054484,0.002809,8.43,8.59,8.95,N/A,-1.0,-1.0,none,-5.059999999999999e-06
SN2013ay,0.0157167,0.0156526,0.495,0.019,16.284,0.069,7.5,0.0622,0.0062,-9.382e-05,CSPII,Ia,0.953,0,1,0.5299999999999994,0.08348652585896721,0.0047610000000000005,10.64,10.72,10.82,N/A,-1.0,-1.0,none,-5.4080000000000004e-05
SN2013az,0.0372533,0.037464,0.767,0.028,17.229,0.056,2.4,0.0271,0.0027,-5.421e-05,CSPII,Ia,0.972,1,0,0.08399999999999963,0.06940461079784253,0.0031360000000000003,10.93,10.99,11.07,N/A,-1.0,-1.0,none,5.700000000000003e-06
SN2013bc,0.02245,0.023528,0.482,0.022,18.187,0.053,0.8,0.0407,0.0041,-1.351e-05,CSPII,Ia,0.98,0,1,0.7510000000000012,0.0658027355054484,0.002809,10.28,10.47,10.55,N/A,-1.0,-1.0,none,-8.650999999999999e-06
SN2013bz,0.01915,0.0201818,1.15,0.009,15.446,0.007,-5.0,0.0377,0.0038,-1.371e-05,CSPII,Ia-91T,0.855,0,1,0.15399999999999991,0.009899494936611667,4.9000000000000005e-05,9.94,9.98,10.04,N/A,-1.0,-1.0,none,-4.879e-05
SN2013cg,0.0079467,0.009009,0.966,0.024,13.848,0.062,4.8,0.0749,0.0075,-8.817e-05,CSPII,Ia,0.97,0,1,0.08700000000000152,0.07602631123499284,0.0038439999999999998,9.98,10.13,10.27,N/A,-1.0,-1.0,none,-2.3080000000000003e-05
SN2013ct,0.0038,0.0027369,1.002,0.006,11.843,0.01,22.7,0.0244,0.0024,-1.307e-05,CSPII,Ia,0.944,0,1,0.06400000000000006,0.0116619037896906,0.0001,8.57,8.72,8.89,N/A,-1.0,-1.0,none,-1.7789000000000002e-05
SN2013fy,0.0308467,0.0301903,1.17,0.011,16.269,0.006,-5.7,0.023,0.0023,-4.476e-06,CSPII,Ia,0.985,1,1,0.022999999999999687,0.00848528137423857,3.6e-05,10.77,10.86,10.96,N/A,-1.0,-1.0,none,-3.0946e-05
SN2013fz,0.0205933,0.0205517,1.016,0.004,15.417,0.003,-2.7,0.0119,0.0012,1.649e-06,CSPII,Ia,0.98,0,1,0.004999999999999005,0.004242640687119285,9e-06,10.61,10.69,10.77,N/A,-1.0,-1.0,none,7.739e-07
SN2013gv,0.0340967,0.0334585,0.846,0.008,16.76,0.009,-6.3,0.1434,0.0143,3.076e-05,CSPII,Ia,0.973,1,1,-0.01799999999999713,0.012041594578792296,8.099999999999999e-05,11.16,11.27,11.56,N/A,-1.0,-1.0,none,-2.0000000000000486e-07
SN2013gy,0.0140133,0.0135587,0.911,0.003,14.697,0.005,-15.4,0.0485,0.0049,4.407e-06,CSPII,Ia,0.976,0,1,-0.008000000000000895,0.006403124237432849,2.5e-05,8.98,9.0,9.16,N/A,-1.0,-1.0,none,2.5870000000000004e-06
SN2013hh,0.01298,0.0141046,1.19,0.028,17.194,0.052,0.9,0.0247,0.0025,-3.719e-05,CSPII,Ia-91T,0.928,0,1,0.565999999999999,0.065,0.002704,9.41,9.59,9.69,N/A,-1.0,-1.0,none,2.0599999999999972e-06
SN2013hn,0.01513,0.0160268,0.823,0.026,14.886,0.054,1.4,0.0529,0.0053,-7.866e-05,CSPII,Ia,0.98,0,1,-0.06300000000000061,0.06661080993352356,0.0029159999999999998,10.84,10.99,11.07,N/A,-1.0,-1.0,none,-6.732e-05
SN2014D,0.0081733,0.0092489,0.958,0.023,17.251,0.056,2.7,0.0257,0.0026,-6.518e-05,CSPII,Ia,0.039,0,1,0.5660000000000025,0.06940461079784253,0.0031360000000000003,8.15,8.26,8.38,N/A,-1.0,-1.0,none,-1.8329999999999996e-05
SN2014I,0.0299933,0.0302041,0.913,0.003,16.296,0.005,-7.2,0.0207,0.0021,4.366e-06,CSPII,Ia,0.98,1,1,0.012000000000000455,0.006403124237432849,2.5e-05,10.76,10.9,11.31,N/A,-1.0,-1.0,none,2.1750000000000004e-06
SN2014Z,0.02126,0.0209246,0.992,0.03,15.54,0.049,2.0,0.0246,0.0025,-7.058e-05,CSPII,Ia,0.983,0,1,-0.010000000000001563,0.060802960454241044,0.0024010000000000004,10.66,10.75,10.81,N/A,-1.0,-1.0,none,-1.2150000000000004e-05
SN2014ao,0.0140733,0.015028,0.888,0.006,16.919,0.006,-1.7,0.0282,0.0028,-5.668e-07,CSPII,Ia,0.979,0,1,0.6090000000000018,0.0078102496759066544,3.6e-05,10.47,10.57,10.74,N/A,-1.0,-1.0,none,-2.1208e-06
SN2014at,0.03222,0.031543,0.95,0.003,16.389,0.005,-5.5,0.0164,0.0016,7.775e-06,CSPII,Ia,0.984,1,1,-0.03399999999999892,0.006403124237432849,2.5e-05,11.08,11.25,11.4,N/A,-1.0,-1.0,none,1.6929999999999989e-06
SN2014ba,0.0058367,0.0049902,0.338,0.02,16.121,0.074,6.8,0.0102,0.001,-4.104e-05,CSPII,Ia-91bg,0.954,0,1,0.9439999999999991,0.09402127418834526,0.005475999999999999,10.56,10.64,11.06,N/A,-1.0,-1.0,none,3.7699999999999995e-06
SN2014dl,0.0329433,0.0331433,1.206,0.011,16.031,0.006,-7.7,0.0547,0.0055,3.133e-05,CSPII,Ia-91T,0.694,1,0,0.019999999999999574,0.0078102496759066544,3.6e-05,9.19,9.48,9.68,N/A,-1.0,-1.0,none,8.69e-06
SN2014dn,0.0221733,0.0221408,0.466,0.005,17.66,0.008,-0.3,0.0161,0.0016,-1.299e-06,CSPII,Ia,0.982,0,0,0.6529999999999987,0.01,6.4e-05,10.58,10.65,10.72,N/A,-1.0,-1.0,none,-3.5830000000000003e-06
SN2014eg,0.01862,0.018331,1.177,0.01,15.512,0.007,-5.9,0.0257,0.0026,-5.447e-06,CSPII,Ia-91T,0.947,0,1,0.2569999999999997,0.009219544457292887,4.9000000000000005e-05,11.47,11.62,11.73,N/A,-1.0,-1.0,none,-2.6147e-05
SN2017cbv,0.003999,0.0046684,1.115,0.006,11.124,0.007,-17.8,0.1452,0.0145,6.769e-07,,,,,,0.018000000000000682,0.009219544457292887,4.9000000000000005e-05,9.85,9.99,10.12,N5643,30.48,0.08,t,-2.12031e-05
SNhunt281,0.0040667,0.004706,0.693,0.003,13.695,0.005,-12.0,0.0454,0.0045,3.339e-06,CSPII,Ia,0.947,0,1,0.04499999999999993,0.007071067811865475,2.5e-05,9.66,9.75,9.85,N/A,-1.0,-1.0,none,-1.6239999999999996e-06
